customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
9997-VJAII,Female,0,Yes,No,25,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),80.37,2028.78,No
9847-AAUJL,Female,0,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.71,490.63,No
4433-RBPBX,Male,0,No,No,5,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),69.07,331.21,Yes
5524-LTJMI,Male,0,Yes,Yes,72,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),93.24,6748.28,No
9561-XSSAY,Female,0,Yes,No,30,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,68.48,2067.62,No
9556-BTQOF,Female,0,No,No,4,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,71.22,246.98,No
3366-ZSTRN,Female,0,Yes,No,11,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,87.57,994.04,Yes
4319-ROATQ,Male,0,No,No,17,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),72.93,1240.71,Yes
2573-QFQFG,Female,0,Yes,No,51,No,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,55.45,2836.67,No
5190-JUCHN,Male,1,No,No,11,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),64.14,752.7,No
5515-PQMHV,Male,0,No,No,16,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,97.69,1558.74,No
7471-RESPR,Male,0,Yes,Yes,45,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),86.1,3826.09,No
2271-BXENY,Male,0,No,No,20,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,No,Mailed check,60.18,1209.29,No
9834-LYKXK,Male,0,No,Yes,29,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),55.67,1601.37,No
8287-GPUQS,Male,0,Yes,No,7,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),65.81,453.83,Yes
6683-PLAHQ,Female,0,No,No,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.9,161.01,No
6952-URFZM,Male,0,No,No,10,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,61.01,569.31,No
9493-VNANP,Male,1,No,No,26,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,58.79,1545.17,Yes
8517-EPZNM,Male,0,No,No,28,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),65.95,1884.41,Yes
1352-IEUMV,Male,0,Yes,No,31,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),65.09,2029.99,No
2984-YWNYF,Male,0,Yes,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,29.77,1706.26,No
6124-YNRSB,Male,0,Yes,No,16,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,82.91,1325.28,No
5003-BZYVI,Male,0,Yes,Yes,5,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,60.54,367.42,Yes
8849-JVKSE,Female,0,Yes,No,46,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.43,3670.97,Yes
6856-YMRIX,Female,0,Yes,No,32,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Mailed check,66.54,2130.98,No
8628-CFBEW,Male,0,Yes,No,44,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,60.17,2617.34,No
6135-EHKWW,Female,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,87.48,2802.34,Yes
2589-DQULB,Female,0,Yes,Yes,17,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,63.76,1073.73,No
7492-FEOUQ,Female,1,No,No,17,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,52.63,913.67,No
3711-KFYDW,Female,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.0,334.23,No
6691-GBYLL,Female,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.01,1722.9,No
8244-EMACV,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),59.13,4292.43,No
5264-UGQJG,Female,0,No,Yes,40,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),91.36,3611.4,No
1928-GADRS,Male,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.67,597.99,No
3912-GTNGF,Male,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),28.74,468.71,No
1009-SPEDN,Male,0,Yes,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,31.2,1149.87,No
8900-RHZIF,Male,0,Yes,Yes,7,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),60.91,369.92,No
3163-YCZAY,Male,0,No,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.2,990.97,No
3543-UXIPM,Male,0,Yes,No,14,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,63.51,852.89,Yes
9373-BDKND,Female,0,No,No,1,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),95.3,50.55,No
3939-BWRKO,Female,0,No,No,72,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,53.39,3801.58,No
2829-JXVDA,Female,0,No,Yes,47,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.34,4025.02,No
4523-GTPCD,Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.9,485.44,No
9769-VJSOU,Male,0,No,No,53,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),92.66,4891.49,No
9983-STUIS,Female,0,No,No,14,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),70.68,975.22,No
9811-HNYLI,Female,1,No,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.73,1731.67,No
5786-GBHRB,Female,0,Yes,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.66,709.16,No
8598-ABBSJ,Female,0,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.06,670.59,No
6598-OBQGS,Female,0,No,Yes,28,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,61.19,1694.01,Yes
8150-ECIIA,Male,0,No,No,25,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,70.96,1734.39,Yes
7060-PLSUH,Male,0,Yes,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.98,271.78,No
6187-VBBLD,Male,0,Yes,Yes,72,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,60.04,4333.35,No
9539-QMUFV,Female,1,No,No,40,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,82.6,3296.41,No
6695-CLEFV,Female,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.65,168.26,No
2364-TJCXO,Male,1,No,No,16,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.3,1130.85,No
2689-HZJKV,Female,0,No,No,72,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,68.47,4930.77,No
4647-NBXWV,Male,0,Yes,No,6,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.3,457.89,Yes
3534-GLYJE,Male,0,Yes,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.43,1068.48,No
2870-VJOMB,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,22.07,228.9,No
9539-IUZGH,Male,0,Yes,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,29.31,408.79,No
7802-BZKFW,Female,0,No,No,25,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.13,2013.75,No
2071-IWSQG,Male,0,No,Yes,37,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),81.31,2971.9,No
4767-XRYZY,Female,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.65,706.37,No
5362-GGPMJ,Female,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),22.77,185.86,No
9210-JCTOK,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.24,1838.83,No
2294-SXZWD,Male,0,No,Yes,43,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),67.92,2904.57,No
7526-NEWWZ,Female,1,Yes,No,61,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.83,4981.78,No
1085-ZRYAU,Male,0,Yes,Yes,24,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),72.19,1782.25,No
4597-VMTIU,Female,0,No,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Mailed check,87.16,3968.64,No
6252-KLYRN,Male,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),81.0,4963.12,No
2462-BEKDS,Female,0,Yes,No,34,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,76.39,2567.87,No
5786-RCLFJ,Female,0,No,Yes,33,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),52.6,1759.27,No
1973-AOXYC,Male,0,Yes,No,39,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),67.14,2599.46,Yes
1606-FCJIP,Male,0,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),25.01,946.65,Yes
6115-PULRK,Female,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,80.19,2783.92,No
6123-JOJIQ,Male,0,No,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.38,1184.03,No
7928-MMBNV,Male,1,No,Yes,24,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,86.27,2042.55,No
1037-KEHWO,Male,1,No,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,24.99,1770.04,No
8418-ENAIB,Male,0,No,Yes,3,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,70.7,198.5,No
7322-SAXMN,Female,0,Yes,No,45,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),80.91,3610.91,No
4512-WEWRW,Female,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),29.87,2040.99,No
3240-LDMVH,Male,0,Yes,No,16,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,73.82,1132.69,No
6201-MJCWO,Female,0,No,No,19,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),57.05,1087.36,No
6766-KXHTQ,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.31,1664.87,No
3145-ZDZJX,Male,0,Yes,No,45,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),75.59,3414.61,No
6655-AGKAW,Female,0,No,No,47,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),70.12,3330.42,No
1620-OJARI,Female,0,No,No,23,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,68.24,1554.16,No
9254-PUJKP,Male,1,Yes,No,21,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),85.71,1790.76,No
7073-GAZCH,Male,1,No,Yes,23,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,53.68,1248.09,Yes
9704-FGJQO,Female,0,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.63,644.18,Yes
3618-TNSNC,Female,0,Yes,No,23,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.78,1991.61,Yes
5610-NHOLZ,Male,0,Yes,No,41,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Mailed check,71.37,2905.71,No
6631-UUMCC,Male,0,No,No,20,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,79.13,1595.88,No
6372-PSHUA,Female,0,Yes,Yes,10,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,57.81,581.5,No
6392-CFLTT,Male,1,Yes,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),26.35,1747.06,Yes
6023-WAEAL,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,26.45,411.44,Yes
8968-QWIRT,Male,0,No,No,19,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,77.69,1467.21,No
1349-BVTDT,Male,1,Yes,No,7,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),87.31,586.13,Yes
5703-ASFDQ,Male,0,Yes,No,34,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),54.65,1871.3,No
4061-LXHSF,Female,0,No,No,15,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,86.49,1298.04,Yes
6547-OBHHJ,Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,79.31,714.51,No
4423-BBMFG,Female,0,No,No,53,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,59.3,3119.34,No
7328-VDMDH,Female,0,No,No,72,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.89,4036.24,No
4542-JYEQF,Male,0,Yes,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,27.79,442.72,No
3033-BTRAN,Male,0,No,No,45,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,66.26,2996.93,No
2872-EHNZQ,Female,0,No,No,36,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),58.83,2077.39,No
3083-ZTFRG,Male,0,No,No,31,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,64.24,2038.56,Yes
5288-MRNQG,Female,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.54,308.51,No
8998-UBSWA,Female,1,Yes,No,33,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Electronic check,86.97,2892.06,No
3425-YSJOR,Male,0,No,Yes,46,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.99,3723.99,No
8199-LXKGJ,Male,0,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.66,1611.49,No
7532-BPXFQ,Male,0,No,Yes,3,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,65.5,173.69,Yes
4766-BWWQU,Male,0,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.91,1069.58,No
6151-FOITB,Male,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),22.21,704.98,No
4477-KINUN,Male,0,Yes,No,23,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,No,Electronic check,66.49,1528.23,No
5181-RGWKD,Female,0,No,No,66,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,91.85,6140.2,No
5334-TRZPL,Female,0,No,No,17,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),51.25,860.82,No
2046-JFEKE,Female,0,No,Yes,72,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,85.64,6157.21,No
9513-CDXJO,Male,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.11,263.66,Yes
3545-CIVJU,Male,0,No,Yes,21,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,66.42,1401.64,Yes
7354-CRMRR,Male,0,Yes,Yes,54,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,83.6,4496.32,No
4227-XPVIO,Male,0,No,No,32,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,97.15,3130.12,Yes
4495-SULLQ,Female,0,No,Yes,15,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,92.01,1338.39,Yes
9316-JNLPW,Male,0,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.12,558.63,No
6209-COOTG,Male,0,No,No,39,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),74.89,2925.31,No
7133-RYFYW,Female,0,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,78.77,1012.63,Yes
8352-MITJD,Male,0,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,83.99,6079.06,No
4381-FJFYU,Male,0,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.58,2365.97,No
4067-JBBOU,Male,0,No,No,24,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),90.06,2140.35,No
1185-XZUGU,Female,0,No,No,36,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),72.38,2590.59,No
1180-TTZPC,Female,0,No,No,7,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,64.34,435.92,Yes
1125-QHTDA,Male,0,Yes,Yes,32,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,86.38,2776.91,Yes
2079-SFIZX,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),87.9,6342.58,No
3702-XWECK,Female,0,No,Yes,25,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.3,1847.82,Yes
8526-BWJCD,Female,0,No,Yes,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.63,860.04,No
4792-KODJN,Male,0,No,No,49,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),72.8,3647.22,Yes
2990-PPKNU,Male,0,Yes,No,72,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),74.0,5301.55,No
6176-HCHOF,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.23,3009.04,Yes
5218-WERVO,Male,0,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,23.24,549.14,No
6985-VFDKD,Female,0,Yes,Yes,53,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),101.64,5420.39,No
9231-CSNJQ,Female,0,No,No,13,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),58.4,757.02,Yes
6236-UKJRX,Male,0,Yes,No,71,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,90.41,6374.04,No
4059-TGIQW,Female,0,Yes,No,58,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,69.47,4066.65,Yes
3192-EUMSN,Female,0,No,Yes,51,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,67.17,3455.41,No
9090-GXVPC,Female,0,Yes,No,37,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,74.77,2760.73,No
6822-UBJFD,Male,0,No,No,44,No,No phone service,DSL,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),48.91,2163.4,No
2311-KEFIU,Female,0,Yes,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.96,1229.34,No
8199-CNRWG,Female,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.08,775.4,No
4162-YNOYU,Female,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.11,385.65,No
2521-PRHNX,Female,0,No,No,45,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),68.58,3093.11,No
6394-FYHWF,Female,1,Yes,No,9,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),65.73,571.68,Yes
8670-AYUBD,Male,1,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.98,320.85,No
6826-MHNWS,Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),84.6,6119.59,No
1776-WUWKR,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,87.85,863.72,Yes
4572-NVZVR,Male,0,No,No,62,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,88.5,5511.65,No
2922-VDXDF,Female,0,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),26.09,257.12,No
3689-IBMCJ,Female,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.68,583.86,Yes
4828-VXFDU,Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.11,1894.3,No
8915-NIROD,Female,0,Yes,No,6,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,65.68,395.05,No
4540-YOKHR,Female,0,No,No,41,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,67.89,2749.04,No
1732-XWJMT,Male,0,No,No,7,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,60.63,427.57,No
9481-COGWL,Female,0,Yes,No,8,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.38,626.56,Yes
3057-EIFCS,Female,0,Yes,No,7,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),62.64,465.79,Yes
6215-UDVMD,Female,0,No,No,2,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),89.5,138.18,No
1553-PMRVQ,Male,0,No,No,51,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,80.89,4106.95,Yes
1375-HSXDQ,Female,0,Yes,No,18,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,58.18,1092.49,No
2514-BDGYO,Female,0,No,Yes,22,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,80.57,1766.7,No
2940-KXQXH,Female,0,Yes,No,24,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),65.42,1589.45,No
4613-MDRJS,Female,0,No,Yes,18,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,82.08,1469.19,No
4007-DAMIY,Female,0,Yes,No,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.25,194.75,Yes
4439-GLRDA,Male,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Mailed check,86.83,1454.31,No
